Equity_Momentum,Masked_4,Curve_Slope,Curve_Level,Masked_1,303_Level,Masked_5,Value,302_6m_MA_change,304_Level,Carry,Skew,302_Level,302_1m_diff,301_Level,Yield,501_Level,Duration,201_Level,Beta
0.1531086792605444,0.03911380971584082,0.004001512618111881,0.15006546238328689,0.0233158280350211,0.15187602612821324,0.04844913662456421,0.061661821847604596,0.012502338378985418,0.006581899253466727,0.0019212733241384186,0.03688393032711748,0.08553285117285497,0.0040190036425556,0.031771451884283326,0.14106733349369582,0.006064140013283507,0.019070930285118966,0.020883396319127823,0.002109175292184816
0.16439550574411702,0.036142453068119654,0.0031903222947127627,0.149949273965615,0.021479408895767466,0.16219728311345602,0.048522421992978175,0.04602873353146877,0.01445349168313265,0.006884683119457556,0.0004368370883700514,0.03594212880225869,0.0843174579693816,0.005106955838358355,0.03571831774214167,0.14164677621411573,0.0033946182537215454,0.01729641123894429,0.02034703874284133,0.0025498807010416766
0.13436217065053013,0.03615465861014205,0.0031022152135658154,0.1638004181701208,0.02185676437084029,0.1606682977349602,0.0419449110223414,0.04765243426383499,0.011703099170148027,0.00790292877742006,0.0006647841615313697,0.03358182686143609,0.0786535303613329,0.004523221584806775,0.04146766474644009,0.15449013801002046,0.0043699340386746,0.021913421413565882,0.030762817051177473,0.00042476378711061506
0.16888614566932023,0.05387079299632633,0.008592254466545825,0.12845556282412876,0.0284171961073166,0.17088101654259696,0.04784223164851849,0.053337520186395794,0.014704900617082555,0.007449886219505666,-0.0,0.023450262775051158,0.08879914542438463,0.007980891410231204,0.028057798108397154,0.12051220459839983,0.0038911039012901336,0.02344634845714984,0.020871298305828314,0.0005534397415305164
0.1590294736953796,0.051634809788381496,0.0063005338775318255,0.14781843826386054,0.0283063380150149,0.1466333378176167,0.038664129337475046,0.05101615244655684,0.013215723487422932,0.0049517082147982824,0.0002521950896396654,0.028640522911234558,0.07557683556352662,0.008931871229068708,0.035978851951781674,0.1382788605080783,0.005769255031651955,0.025537409057196314,0.031553387346865955,0.0019101663669181214
0.1609439179485137,0.0473838422280056,0.006135640068010895,0.15243159378880528,0.02580604187878518,0.1520703868380297,0.03455306196793895,0.04849199515434418,0.009039382653553047,0.006186751309177814,0.001801775525000084,0.02562083700316061,0.06978699618111683,0.00825359566923383,0.03858133234915932,0.1434955493332341,0.007577308848609066,0.024134014048099294,0.03502106264320109,0.0026849145640213973
0.17004503289881717,0.044824095826713144,0.011217731798154076,0.14745374884714255,0.024028546139740387,0.14148085340335662,0.03595921294321978,0.047476467783863385,0.011752370771337303,0.006071653428205139,0.003470768414897637,0.025123552759989405,0.06885646583352155,0.010089336742185024,0.03798659928512133,0.14064514603145942,0.009768748808422776,0.020062461491658846,0.03842650247467192,0.005260704317522566
0.16868486500494168,0.03579807801054438,0.022336615491469338,0.1460597413408715,0.01809515588281563,0.14086040672862735,0.03995450993442563,0.033367169572864536,0.013326165779804182,0.0075406382175734156,0.005612351237375587,0.021383230070830348,0.06329617304104111,0.01064379918962452,0.047231704703473536,0.14091551831263133,0.01052586787730587,0.016537819234060492,0.04980750929341155,0.008022681076308012
0.166597783258924,0.03019946541968718,0.026199917895620494,0.14785902342096863,0.01497106244169796,0.13828132571674148,0.04167282763555033,0.03078480924624754,0.012108825654219372,0.00810076196748297,0.006584921380024159,0.02016229313903349,0.06063168094470817,0.009840895107853923,0.05590737649228565,0.1428022744711756,0.009836652852314115,0.016728283511637052,0.05237359902907961,0.008356220414748282
0.20736197337740067,0.03809567609350085,0.027325487702931212,0.10673410209769436,0.016998926634282353,0.16097481511709819,0.06159064995914223,0.03393067092697229,0.021241747050216402,0.0068576581458622485,0.001305051661784099,0.015025158571047754,0.08765381331635254,0.01616863012489651,0.0346759624464766,0.10351752609576303,0.006279333216290446,0.014224852488048565,0.033480528237182,0.00655743673705765
0.19524227532878627,0.04341746177164027,0.022494318201152573,0.1301097320943236,0.019753743129567534,0.1376997834532662,0.048220864105746435,0.03684864186521294,0.020338906081743456,0.00475651120066349,0.001643048282822804,0.015545568858359454,0.07254453064949742,0.01639361116137204,0.044299908988259605,0.1241300299343682,0.006868277904880481,0.017616118432823454,0.03644997399759259,0.005626694557921214
0.1913319596120793,0.04194975427546022,0.032920716016516485,0.1348656294823834,0.018757386226559838,0.13806616870366212,0.04688466581212412,0.03628670382541961,0.011564136724143723,0.006818192687792572,0.004432730913032452,0.012814163992450816,0.05981193932317478,0.014086664286531115,0.04656614467023702,0.1293036634780579,0.009781092155086294,0.017752183783813512,0.03901063103322403,0.006995472998250683
0.20320319608804888,0.044462339974252606,0.03866342324579842,0.12319415036691593,0.02030174407819946,0.1351857371511886,0.05343092825206928,0.026316820490313114,0.01487421255619421,0.006234825164670885,0.004687424475971381,0.01440799478508979,0.06955297070392344,0.015796179465991707,0.03936611015850343,0.11884434279536579,0.01241948981720395,0.01630795524517404,0.034783546482642314,0.007966608702482779
0.1950162149672559,0.04126902508092726,0.03898939871433088,0.13107410786759238,0.018497744261176955,0.1317887349461448,0.04847575268831903,0.0281307438493619,0.014744134293124865,0.0062757886778544054,0.0059849945577657325,0.013974052933495894,0.06638969680469307,0.01541327259746933,0.04304758517787712,0.12747287557893472,0.012249593212581202,0.015062178001202967,0.036227331250046124,0.009916774539845455
