Equity_Momentum,Masked_4,Curve_Slope,Curve_Level,Masked_1,303_Level,Masked_5,Value,302_6m_MA_change,304_Level,Carry,Skew,302_Level,302_1m_diff,301_Level,Yield,501_Level,Duration,201_Level,Beta
0.014814372637206941,0.02552587322252266,0.001987662936969889,0.032597857116027494,0.11697973841424283,0.007566993952349015,0.024379253352860182,0.0504289293186273,0.14361726380062276,0.011275463208541083,0.10679038325693703,0.04434436333795819,0.0023223564207272983,0.007689159138852781,0.024577857822672463,0.2121216440222967,0.0024055850268797324,0.01830960267590999,0.04465513513098455,0.10761050520681119
0.004706497277170852,0.32474132593516064,0.013612688539626721,0.014082705299287413,0.011752594888602181,0.12203307548985888,0.004052822922312658,0.014445867361111855,0.16329148872839114,0.04210284629126342,0.011182409667845224,0.004216635709748359,0.04166119463872411,0.012530398292933804,0.003671600146865417,0.005811695984954365,0.04625100550282332,0.01152365390605673,0.026130991825306524,0.12219850159195626
0.05065261950468172,0.03593521839632947,0.04890614038493363,0.06450087452430457,0.04203709810405655,0.019618399576271883,0.061295741632023296,0.07265613185831332,0.0031292946213512954,0.0663727731396332,0.0600276639529749,0.053677468743583416,0.061577163896454144,0.06141353634143422,0.06057577305853677,0.04874719373863306,0.06572085331661019,0.006713051146191,0.0618356049398741,0.054607399123809366
0.05530706329475715,0.008226058719210408,0.062078633587066966,0.05656868154415077,0.02914305440402924,0.0014583503640092734,0.0641340959200139,0.0603480254821686,0.05796624570638449,0.05674435360455896,0.01260271878483909,0.061090895822877814,0.05249651923663052,0.06173165906995172,0.06324516053384646,0.044550928319396395,0.039237976559712236,0.12204972584463336,0.05706753561433472,0.03395231758742799
0.007653066794166659,0.015288268930516987,0.0028476609461081147,0.0011021944918671964,0.19049623548068986,0.014025078003649622,0.009494204008004055,0.07466177954177945,0.3633254579789522,0.015577982137725129,0.008894242878615614,0.010465897098856149,0.11678061822830621,0.06439586563443547,0.043892163612169396,0.004666299822042601,0.00017984613823773913,0.011690326328165765,0.011438256998309347,0.033124554947402435
0.04757425697670451,0.05155461571316868,0.05156033856610565,0.05611504834583976,0.05632044667068556,0.05322672198629246,0.05517220965207991,0.0560549375209171,0.056258258796130445,0.046145132982796176,0.05446786582776532,0.05475707822207716,0.04849606698508729,0.05062366373037016,0.0544702494905747,0.0352498936224926,0.055144984206446396,0.01830586401054142,0.05545413156538068,0.043048235128544096
0.009299892750078784,0.02218609466998102,0.0228721307212608,0.11196611217547063,0.019127676322258605,0.01127878942784566,0.005521125156536267,0.011887958318556487,0.3092024519660348,0.010392068028753247,0.019222077620327935,0.04633392639657673,0.007976298379439832,0.23666864838324136,0.058586001723555145,0.014016338859453942,0.028172706235345714,0.0015235691349657144,0.023926751125330346,0.029839382604987003
0.0021367636713066165,0.01367157745843616,0.09383191576831483,0.12269484197966235,0.00935228748655941,0.15530806656531662,0.007047232365253872,0.0040423834831952755,0.027593024149534344,0.01664892851444605,0.0023832760856682326,0.005810672160764466,0.007031896734016338,0.1615165324637503,0.05490448045713777,0.2643314538599271,0.0016007180360045848,0.0011040019530897797,0.04826802727510592,0.000721919532509943
0.023928606822076957,0.02006761218420798,0.00031561772872624696,0.2846954194426259,0.00960646155026705,0.013664276097078296,0.10629382050090971,0.003511600131052032,0.013952244621185746,0.02885294294811018,0.05014436529113261,0.11964341566659785,0.023408232348052407,0.026633852662187384,0.016445516294470237,0.0007985756403298604,0.16864062294647755,0.0007279097628873676,0.07731669193526636,0.011352215426358133
0.052137586067068725,0.012260172266451473,0.0710547418585298,0.007132801372034514,0.027114707828457357,0.17723441428963235,0.27386825600208853,0.005673590316891237,0.008571490973930703,0.004665393086015826,0.009413224039121466,0.0034951303642269155,0.01338133600048348,0.14253543300394256,0.0037307719112581058,0.00471748823386237,0.00037083129080165285,0.01030322126666067,0.011890995227934574,0.16044841460060763
0.010670817883891954,0.0071362404689069014,0.08264036432939217,0.05433993488154368,0.029717283342127376,0.09534755522602724,0.00945286906461617,0.027456305152199205,0.00042734036593904253,0.0022414514970352842,0.009643364304454992,0.07337501147042969,0.06723826082898443,0.08079521867563272,0.13608719703685043,0.07449655958361769,0.04534759035476524,0.06305849459340955,0.06389654658483958,0.06663159435533667
0.0173223921737607,0.042279079563081426,0.016950312851987493,0.010306539632858507,0.020826890456791543,0.008413790189494286,0.020432572194525354,0.01200165629199729,0.08286949633368941,0.034454138733918394,0.02080083998743003,0.028867336252052157,0.07402153346624381,0.011365500889055411,0.20457283002356066,0.20428716686144882,0.0004925027942607657,0.024507748274940913,0.06306285361333248,0.10216481941557057
